/*
167772161, 3   25
377487361, 7   23
469762049, 3   26
595591169, 3   23
645922817, 3   23
754974721, 11  24
880803841, 26  23
897581057, 3   23
998244353, 3   23
1107296257, 10 25
1224736769, 3  24
1300234241, 3  23
1484783617, 5  23
1711276033, 29 25
1811939329, 13 26
2013265921, 31 27
2088763393, 5  23
2113929217, 5  25
2130706433, 3  24
*/
